0.051007970	0.160861640	-1
-0.748074250	0.089040240	-1
-0.772933710	0.263171680	-1
0.218373600	0.127061420	-1
0.372683360	0.496562000	-1
-0.629315440	0.632021590	-1
-0.433071670	0.144791660	-1
-0.841519700	-0.191313160	-1
0.475256480	0.224836710	-1
0.320829760	0.327212880	-1
0.320612530	0.334075470	-1
-0.890774720	0.411687830	-1
0.178501190	0.446913590	-1
0.315580020	0.388533830	-1
0.557772240	0.472727480	-1
0.031918770	0.012229640	-1
0.250905850	0.307167050	-1
0.235715470	0.224938370	-1
-0.072362030	0.333765240	-1
0.504402410	0.080545790	-1
-0.632233510	0.445524580	-1
-0.767846560	0.236146890	-1
-0.700175570	0.210388480	-1
-0.647134910	0.159213660	-1
-0.767392480	0.092590380	-1
-0.517887340	0.032881070	-1
0.175166440	0.345348710	-1
-0.680311900	0.476121560	-1
0.015951990	0.321675260	-1
-0.714810780	0.514214430	-1
0.078379460	0.322849810	-1
-0.808722510	0.470365930	-1
-0.842112340	0.092942320	-1
-0.985915770	0.483092670	-1
0.291040810	0.342759670	-1
0.243215410	0.514882950	-1
-0.601044190	0.050601160	-1
-1.246524510	0.459231650	-1
-0.827690160	0.361874600	-1
-0.621173010	-0.109121580	-1
-0.705841050	0.659076620	-1
0.067188670	0.605748500	-1
0.305051470	0.474179730	-1
0.607881380	0.393615880	-1
-0.789374830	0.175916750	-1
-0.531232090	0.426528090	-1
0.252020710	0.170297070	-1
-0.578803570	0.265536650	-1
-0.831767490	0.544473770	-1
-0.698591640	0.385668510	-1
-0.736426070	0.118575270	-1
-0.934961950	0.113707070	-1
0.439593090	0.414306380	-1
-0.546908540	0.249562760	-1
-0.084055500	0.365210580	-1
0.322114580	0.690871050	-1
0.107647390	0.579469320	-1
-0.718640300	0.256457570	-1
-0.878777520	0.450647570	-1
-0.698460460	0.950538700	-1
0.397574340	0.118102070	-1
-0.504513540	0.571963760	-1
0.250236220	0.397838890	-1
0.617091560	0.101858080	-1
0.318328600	0.087905620	-1
-0.574533630	0.186241950	-1
0.097618650	0.551767860	-1
0.484493390	0.353729730	-1
0.524006840	0.466168510	-1
-0.781384630	-0.075347130	-1
-0.497045910	0.599480770	-1
-0.969845250	0.466249270	-1
0.435414070	0.121923860	-1
-0.679424620	0.307539420	-1
-0.625290360	0.070990460	-1
-0.023181160	0.404426010	-1
0.232001410	0.710668460	-1
0.093843540	0.466743960	-1
0.142343010	0.178987110	-1
-0.616863570	0.255077630	-1
0.236362880	0.515438390	-1
0.389141770	0.404295680	-1
-0.951786780	-0.037722390	-1
0.240878220	0.719488900	-1
0.124462660	0.451788490	-1
-0.605664300	0.269064780	-1
-0.713971880	0.308717800	-1
0.310084280	0.346753350	-1
0.180187860	0.462046430	-1
-0.426638850	0.647232250	-1
0.061432300	0.324911500	-1
0.077369520	0.321832870	-1
0.428149700	0.134459570	-1
-0.802507530	0.668789990	-1
0.401426230	0.425163980	-1
0.370847760	0.264071230	-1
-0.807747480	0.414858990	-1
0.501635850	0.239348560	-1
0.582383230	0.228427410	-1
-0.591361000	0.302303210	-1
-0.870372360	0.269414460	-1
-0.720867650	0.196766780	-1
0.277784430	0.217922530	-1
0.332408130	0.273498650	-1
-0.140920680	0.392473510	-1
-0.597595180	0.147902670	-1
-0.855815340	0.145139610	-1
-0.889122320	0.268960010	-1
0.213456800	0.436117560	-1
-0.534679490	0.579012290	-1
0.316868480	0.397058560	-1
-0.681217330	0.042098400	-1
-0.975861270	0.459648110	-1
0.414571830	0.271412300	-1
0.327512920	0.367801370	-1
-0.932091920	0.093620340	-1
0.583953410	0.471472820	-1
-0.444373090	0.230101420	-1
0.291094410	0.193655560	-1
-0.510807220	0.414960030	-1
-0.965975110	0.179310520	-1
0.187413150	0.297471320	-1
0.179654170	0.451754490	-1
-0.726896020	0.357283870	-1
-0.543398770	0.410120130	-1
-0.598233930	0.987014250	1
-0.201947360	0.621016800	1
0.471461030	0.482211460	1
-0.098219870	0.587555770	1
-0.356576580	0.637097050	1
0.638813920	0.421121350	1
0.629806140	0.281460850	1
-0.462232860	0.616610310	1
-0.073315550	0.558217360	1
-0.554055330	0.512531290	1
-0.437617730	0.878117810	1
-0.222378140	0.888507730	1
0.093461620	0.673104940	1
0.531747450	0.543726500	1
0.402075390	0.516384620	1
0.475551710	0.650563360	1
-0.233832660	0.636425800	1
-0.315793160	0.750313400	1
-0.473517200	0.638541250	1
0.592394640	0.892569530	1
-0.226053240	0.797894540	1
-0.439950110	0.520992560	1
-0.546450440	0.745771980	1
0.464043060	0.510651520	1
-0.151942960	0.812184390	1
0.485363950	0.820180930	1
0.347256490	0.708137730	1
0.438970150	0.628171580	1
-0.214159140	0.643639510	1
0.573802310	0.637134660	1
0.387173610	0.585783950	1
0.320383220	0.535291270	1
-0.207814910	0.651324670	1
-0.186512830	0.817548160	1
0.247526920	0.390819360	1
0.660498810	0.899192130	1
-0.286588010	0.733759460	1
-0.325880800	0.398655090	1
-0.252045650	0.673583260	1
0.372590220	0.497859040	1
-0.290965640	1.043720600	1
-0.304698070	0.868582920	1
-0.213899780	1.093178110	1
-0.368300150	0.756395460	1
-0.469282180	0.887750910	1
0.393501460	0.779751970	1
-0.456399660	0.805234540	1
0.511282420	0.766061360	1
0.225504680	0.464512150	1
0.014629840	0.401909260	1
-0.191727850	0.809433130	1
0.383234790	0.756017440	1
0.497916120	0.613343750	1
0.353352300	0.773243370	1
-0.347225750	0.701778560	1
0.583804680	0.763575390	1
-0.137277640	0.712463510	1
0.388272680	0.449771230	1
-0.531727090	0.619342930	1
-0.116846240	0.878512100	1
0.543358640	0.411748650	1
-0.453993020	0.665129880	1
-0.219132000	0.834849470	1
0.304857420	0.980287600	1
0.656767980	0.757660170	1
0.614204470	0.750390190	1
-0.458099640	0.779686060	1
-0.216174650	0.886263050	1
-0.260161080	0.810085910	1
0.318845310	0.845177250	1
-0.237274150	0.801787840	1
0.583103230	0.777098060	1
0.028413370	0.757926200	1
-0.418401360	0.680414400	1
0.674128800	0.602454610	1
-0.252782810	0.705261030	1
0.516098430	0.620923900	1
0.203922940	0.916414820	1
-0.172071240	1.008840960	1
0.272745070	0.293469770	1
0.076347980	0.562222040	1
-0.366534990	0.648310070	1
0.442906730	0.800877210	1
-0.199763850	0.542951620	1
-0.540757380	0.652930330	1
-0.070602660	1.002969120	1
0.507150540	0.350457580	1
-0.060486110	0.629827130	1
0.215329280	0.602602490	1
0.468091080	0.871824160	1
-0.298885110	0.736698660	1
0.861296200	0.472893300	1
0.701208770	0.745728930	1
-0.113427970	0.600670990	1
0.312343540	0.907563450	1
-0.121725410	0.841128510	1
0.368678570	0.370525860	1
0.573114890	0.409497400	1
-0.258412250	0.671923350	1
0.309371860	0.508233180	1
0.433193380	0.770169670	1
-0.304480350	0.578201060	1
0.442763380	0.580234030	1
-0.194420570	0.898768080	1
-0.061052370	0.741849460	1
0.076193470	0.353862460	1
0.858269930	0.958195230	1
0.370392000	0.723424010	1
0.514815150	0.762039960	1
0.431275210	0.542591660	1
0.422860910	0.652421850	1
0.298150010	0.934536820	1
0.371282530	0.700891810	1
-0.515287290	0.764734900	1
0.385257830	0.655281890	1
-0.348253680	0.505299810	1
0.685105040	0.780674400	1
-0.365289230	0.457032650	1
-0.409035770	0.742304330	1
0.435743870	0.446897890	1
0.268878460	0.445592300	1
-0.492548620	1.014433720	1
0.076159600	0.637951800	1
0.492262240	0.468762410	1
-0.402496410	0.713010840	1
